id,dateObserved,lat,long,weight,day_diff
123463.408_486115.252-Rest,2021-11-22T05:35:15.000Z,52.362022,4.9242263,235,0
123661.685_486181.991-Rest,2021-11-22T05:43:12.000Z,52.362637,4.9271307,150,0
123711.576_486188.898-Rest,2021-11-22T05:46:52.000Z,52.3627,4.9278626,330,1
121928.032_483921.708-Rest,2021-11-22T05:51:59.000Z,52.34222,4.901902,315,3
122468.158_485615.114-Rest,2021-11-22T05:52:15.000Z,52.35747,4.909664,195,6
122468.158_485615.114-Rest,2021-11-22T05:53:14.000Z,52.35747,4.909664,310,0
119554.942_484812.729-Rest,2021-11-22T05:53:48.000Z,52.35008,4.8669863,100,2
121940.703_483947.072-Rest,2021-11-22T05:54:11.000Z,52.34245,4.902086,165,3
121940.703_483947.072-Rest,2021-11-22T05:55:11.000Z,52.34245,4.902086,155,0
119554.942_484812.729-Rest,2021-11-22T05:55:16.000Z,52.35008,4.8669863,125,0
121869.136_483853.890-Rest,2021-11-22T05:55:28.000Z,52.341606,4.901045,335,6
122354.199_485579.663-Rest,2021-11-22T05:56:09.000Z,52.357147,4.9079947,185,1
118613.580_484804.614-Rest,2021-11-22T05:56:33.000Z,52.349945,4.853172,330,2
121869.136_483853.890-Rest,2021-11-22T05:56:43.000Z,52.341606,4.901045,370,0
121397.828_484173.619-Rest,2021-11-22T05:56:49.000Z,52.34445,4.894097,205,2
123863.365_486309.473-Rest,2021-11-22T05:56:51.000Z,52.363792,4.93008,5,1
122354.199_485579.663-Rest,2021-11-22T05:57:01.000Z,52.357147,4.9079947,195,0
121397.828_484173.619-Rest,2021-11-22T05:58:10.000Z,52.34445,4.894097,230,0
118613.580_484804.614-Rest,2021-11-22T05:58:44.000Z,52.349945,4.853172,140,0
119585.362_484672.248-Rest,2021-11-22T05:58:51.000Z,52.34882,4.867448,325,2
122009.315_483941.235-Rest,2021-11-22T05:59:01.000Z,52.3424,4.903093,225,3
122281.984_485550.880-Rest,2021-11-22T05:59:26.000Z,52.356884,4.9069376,490,6
121397.828_484173.619-Rest,2021-11-22T05:59:33.000Z,52.34445,4.894097,170,0
122009.315_483941.235-Rest,2021-11-22T06:00:24.000Z,52.3424,4.903093,230,0
119585.362_484672.248-Rest,2021-11-22T06:00:33.000Z,52.34882,4.867448,175,0
121153.223_485617.787-Rest,2021-11-22T06:01:25.000Z,52.357414,4.8903623,655,3
122241.515_485677.390-Rest,2021-11-22T06:02:12.000Z,52.358017,4.906331,365,1
122279.355_487671.392-Rest,2021-11-22T06:02:34.000Z,52.37594,4.9066925,65,5
121289.653_484149.272-Rest,2021-11-22T06:02:53.000Z,52.344227,4.892512,135,2
122279.355_487671.392-Rest,2021-11-22T06:03:26.000Z,52.37594,4.9066925,165,0
121995.528_483785.850-Rest,2021-11-22T06:03:49.000Z,52.341003,4.902906,195,3
121289.653_484149.272-Rest,2021-11-22T06:04:22.000Z,52.344227,4.892512,170,0
122279.355_487671.392-Rest,2021-11-22T06:04:40.000Z,52.37594,4.9066925,250,0
119767.824_484500.426-Rest,2021-11-22T06:04:51.000Z,52.347286,4.8701434,215,3
121995.528_483785.850-Rest,2021-11-22T06:05:06.000Z,52.341003,4.902906,160,0
121179.449_485476.051-Rest,2021-11-22T06:06:12.000Z,52.356144,4.8907614,850,12
119767.824_484500.426-Rest,2021-11-22T06:06:16.000Z,52.347286,4.8701434,265,0
122248.758_487686.232-Rest,2021-11-22T06:06:54.000Z,52.376072,4.906242,150,5
