id,dateObserved,lat,long,weight,day_diff
124722.880_486258.264-Rest,2020-03-22T06:49:06.000Z,52.36338,4.942703,60,1
124722.880_486258.264-Rest,2020-03-22T06:50:35.000Z,52.36338,4.942703,270,0
124660.464_486272.258-Rest,2020-03-22T06:54:03.000Z,52.363503,4.9417853,460,1
124432.013_486308.627-Rest,2020-03-22T06:56:54.000Z,52.363815,4.938428,285,4
124432.013_486308.627-Rest,2020-03-22T06:58:06.000Z,52.363815,4.938428,225,0
124307.118_486297.137-Rest,2020-03-22T07:01:32.000Z,52.363705,4.9365954,275,6
124307.118_486297.137-Rest,2020-03-22T07:02:45.000Z,52.363705,4.9365954,345,0
124203.587_486305.948-Rest,2020-03-22T07:06:04.000Z,52.36378,4.935075,375,4
124203.587_486305.948-Rest,2020-03-22T07:08:35.000Z,52.36378,4.935075,695,0
124123.255_486292.927-Rest,2020-03-22T07:10:31.000Z,52.36366,4.9338965,280,1
124123.255_486292.927-Rest,2020-03-22T07:11:41.000Z,52.36366,4.9338965,275,0
124123.255_486292.927-Rest,2020-03-22T07:13:27.000Z,52.36366,4.9338965,340,0
123993.499_486279.958-Rest,2020-03-22T07:16:35.000Z,52.363533,4.931993,115,1
123993.499_486279.958-Rest,2020-03-22T07:17:39.000Z,52.363533,4.931993,210,0
124268.444_486232.299-Rest,2020-03-22T07:21:33.000Z,52.36312,4.9360337,520,3
125377.270_481059.600-Rest,2020-03-22T07:43:30.000Z,52.316692,4.9527674,195,2
122757.349_485608.714-Rest,2020-03-22T08:04:25.000Z,52.35743,4.91391,315,3
125229.291_481831.011-Rest,2020-03-22T09:27:58.000Z,52.32362,4.950529,365,4
125031.963_482082.789-Rest,2020-03-22T09:32:57.000Z,52.32587,4.9476123,320,2
125099.582_481960.348-Rest,2020-03-22T09:35:44.000Z,52.32477,4.948615,360,2
125001.935_481902.335-Rest,2020-03-22T09:38:31.000Z,52.324245,4.947188,325,0
124932.271_482031.499-Rest,2020-03-22T09:41:34.000Z,52.325405,4.9461546,440,2
124837.510_481979.882-Rest,2020-03-22T09:44:36.000Z,52.324936,4.944769,395,2
124904.811_481856.066-Rest,2020-03-22T09:47:08.000Z,52.323826,4.9457674,305,2
125063.107_481754.811-Rest,2020-03-22T09:51:34.000Z,52.322926,4.948098,300,7
124870.293_481448.255-Rest,2020-03-22T10:33:30.000Z,52.32016,4.9452977,325,2
124780.765_481398.317-Rest,2020-03-22T10:39:51.000Z,52.319706,4.943989,160,2
124693.739_481350.393-Rest,2020-03-22T10:45:28.000Z,52.31927,4.942717,355,2
124795.440_481279.800-Rest,2020-03-22T10:52:32.000Z,52.31864,4.944215,370,2
124883.339_481327.054-Rest,2020-03-22T10:55:37.000Z,52.31907,4.9455,370,2
124792.878_481083.667-Rest,2020-03-22T11:07:49.000Z,52.31688,4.944195,165,2
124710.178_481232.665-Rest,2020-03-22T11:11:42.000Z,52.31821,4.9429684,195,2
124614.479_481405.698-Rest,2020-03-22T11:14:29.000Z,52.319763,4.9415493,210,2
