id,dateObserved,lat,long,weight,day_diff
124476.534_485451.550-Rest,2021-12-28T04:49:48.000Z,52.356117,4.9391594,285,2
124344.352_485527.306-Rest,2021-12-28T04:53:21.000Z,52.35679,4.9372125,400,3
123835.899_485413.917-Rest,2021-12-28T05:21:01.000Z,52.355743,4.9297595,305,3
124015.061_485111.633-Rest,2021-12-28T05:26:57.000Z,52.353035,4.9324174,740,3
123789.260_485255.579-Rest,2021-12-28T05:27:11.000Z,52.354317,4.9290895,335,3
123789.260_485255.579-Rest,2021-12-28T05:28:33.000Z,52.354317,4.9290895,200,0
123789.260_485255.579-Rest,2021-12-28T05:29:57.000Z,52.354317,4.9290895,215,0
124600.345_486913.312-Rest,2021-12-28T05:30:48.000Z,52.36926,4.9408445,345,4
124147.896_485036.198-Rest,2021-12-28T05:30:56.000Z,52.352364,4.934374,220,3
124600.345_486913.312-Rest,2021-12-28T05:31:55.000Z,52.36926,4.9408445,145,0
124147.896_485036.198-Rest,2021-12-28T05:32:06.000Z,52.352364,4.934374,335,0
123697.553_485162.076-Rest,2021-12-28T05:33:34.000Z,52.35347,4.9277525,320,3
123720.083_485146.355-Rest,2021-12-28T05:36:44.000Z,52.353333,4.9280844,50,3
124602.855_485346.089-Rest,2021-12-28T05:37:00.000Z,52.355175,4.9410233,320,4
123720.083_485146.355-Rest,2021-12-28T05:37:54.000Z,52.353333,4.9280844,290,0
124920.741_486906.684-Rest,2021-12-28T05:40:28.000Z,52.369217,4.9455495,405,4
118680.417_485371.590-Rest,2021-12-28T05:40:31.000Z,52.355045,4.8540916,225,20
124269.512_485636.263-Rest,2021-12-28T05:40:51.000Z,52.357765,4.936104,65,727
123647.540_485201.296-Rest,2021-12-28T05:41:08.000Z,52.35382,4.927015,280,3
124920.741_486906.684-Rest,2021-12-28T05:41:27.000Z,52.369217,4.9455495,215,0
118680.417_485371.590-Rest,2021-12-28T05:41:40.000Z,52.355045,4.8540916,315,0
124269.512_485636.263-Rest,2021-12-28T05:41:45.000Z,52.357765,4.936104,145,0
123647.540_485201.296-Rest,2021-12-28T05:42:23.000Z,52.35382,4.927015,150,0
124167.955_485705.780-Rest,2021-12-28T05:44:15.000Z,52.358383,4.934607,350,3
118713.738_485510.481-Rest,2021-12-28T05:44:36.000Z,52.356297,4.8545656,250,14
118822.654_484894.101-Rest,2021-12-28T05:44:41.000Z,52.35076,4.8562307,355,3
124167.955_485705.780-Rest,2021-12-28T05:45:30.000Z,52.358383,4.934607,345,0
118713.738_485510.481-Rest,2021-12-28T05:45:34.000Z,52.356297,4.8545656,220,0
125276.157_484290.284-Rest,2021-12-28T05:46:07.000Z,52.345722,4.9509993,405,3
118822.654_484894.101-Rest,2021-12-28T05:46:34.000Z,52.35076,4.8562307,80,0
121528.756_484011.175-Rest,2021-12-28T05:46:34.000Z,52.343,4.8960342,205,3
124167.955_485705.780-Rest,2021-12-28T05:47:07.000Z,52.358383,4.934607,1160,0
123580.487_485148.981-Rest,2021-12-28T05:47:14.000Z,52.353348,4.9260354,410,3
118770.351_485266.936-Rest,2021-12-28T05:48:34.000Z,52.35411,4.855423,345,2
124510.590_486777.950-Rest,2021-12-28T05:49:13.000Z,52.36804,4.939539,190,3
121449.924_483965.250-Rest,2021-12-28T05:49:34.000Z,52.342583,4.894882,285,3
121026.269_482883.020-Rest,2021-12-28T05:49:53.000Z,52.33283,4.888775,25,727
121776.119_485213.638-Rest,2021-12-28T05:50:04.000Z,52.35382,4.8995457,1215,20
124092.941_485740.233-Rest,2021-12-28T05:51:03.000Z,52.35869,4.9335027,215,27
121026.269_482883.020-Rest,2021-12-28T05:51:04.000Z,52.33283,4.888775,30,0
125270.034_484082.757-Rest,2021-12-28T05:51:24.000Z,52.343857,4.9509277,0,3
123579.499_485033.751-Rest,2021-12-28T05:51:56.000Z,52.35231,4.9260316,290,3
118706.719_484812.596-Rest,2021-12-28T05:51:57.000Z,52.35002,4.854538,200,3
124306.997_486893.474-Rest,2021-12-28T05:52:15.000Z,52.369064,4.9365396,320,14
118679.697_485305.804-Rest,2021-12-28T05:52:17.000Z,52.354454,4.854088,290,20
121310.615_483912.901-Rest,2021-12-28T05:52:38.000Z,52.342102,4.8928432,160,3
124306.997_486893.474-Rest,2021-12-28T05:52:54.000Z,52.369064,4.9365396,5,0
119905.104_485231.685-Rest,2021-12-28T05:53:11.000Z,52.353867,4.8720818,325,3
118679.697_485305.804-Rest,2021-12-28T05:53:15.000Z,52.354454,4.854088,190,0
122755.188_484418.821-Rest,2021-12-28T05:53:34.000Z,52.346737,4.913992,210,3
124042.889_485759.755-Rest,2021-12-28T05:54:16.000Z,52.35886,4.932766,180,27
121906.475_485249.949-Rest,2021-12-28T05:54:30.000Z,52.354156,4.9014554,545,3
122755.188_484418.821-Rest,2021-12-28T05:54:42.000Z,52.346737,4.913992,280,0
118706.719_484812.596-Rest,2021-12-28T05:54:46.000Z,52.35002,4.854538,1495,0
124344.770_486894.411-Rest,2021-12-28T05:54:55.000Z,52.369076,4.9370937,125,3
124344.770_486894.411-Rest,2021-12-28T05:55:49.000Z,52.369076,4.9370937,380,0
120987.705_482777.385-Rest,2021-12-28T05:55:56.000Z,52.33188,4.88822,255,727
121258.668_484000.623-Rest,2021-12-28T05:56:09.000Z,52.342888,4.892072,155,3
118640.706_485152.743-Rest,2021-12-28T05:56:41.000Z,52.353077,4.8535323,715,20
120061.020_485295.605-Rest,2021-12-28T05:57:29.000Z,52.35445,4.874364,245,3
123970.277_485886.381-Rest,2021-12-28T05:57:37.000Z,52.359997,4.9316883,245,27
120987.705_482777.385-Rest,2021-12-28T05:57:40.000Z,52.33188,4.88822,210,0
123636.407_485088.577-Rest,2021-12-28T05:57:58.000Z,52.352806,4.926862,335,3
121951.654_485283.551-Rest,2021-12-28T05:58:10.000Z,52.35446,4.902115,1105,17
122842.050_484379.065-Rest,2021-12-28T05:58:10.000Z,52.346382,4.9152703,395,3
118706.423_484776.139-Rest,2021-12-28T05:58:21.000Z,52.349693,4.8545375,310,3
124422.784_486857.313-Rest,2021-12-28T05:58:40.000Z,52.368748,4.938243,450,14
120987.705_482777.385-Rest,2021-12-28T05:59:01.000Z,52.33188,4.88822,80,0
121210.062_484083.905-Rest,2021-12-28T05:59:34.000Z,52.34363,4.8913507,270,3
124422.784_486857.313-Rest,2021-12-28T05:59:36.000Z,52.368748,4.938243,280,0
125183.444_483934.443-Rest,2021-12-28T05:59:54.000Z,52.34252,4.9496703,285,3
118782.396_485207.890-Rest,2021-12-28T06:00:14.000Z,52.35358,4.855606,465,3
118706.423_484776.139-Rest,2021-12-28T06:00:19.000Z,52.349693,4.8545375,220,0
124422.784_486857.313-Rest,2021-12-28T06:00:22.000Z,52.368748,4.938243,60,0
123676.876_485059.389-Rest,2021-12-28T06:01:00.000Z,52.352547,4.9274583,220,3
120082.161_485270.311-Rest,2021-12-28T06:01:08.000Z,52.354225,4.8746767,275,17
118782.396_485207.890-Rest,2021-12-28T06:01:09.000Z,52.35358,4.855606,370,0
125183.444_483934.443-Rest,2021-12-28T06:01:09.000Z,52.34252,4.9496703,170,0
123947.851_485788.693-Rest,2021-12-28T06:01:13.000Z,52.359116,4.9313684,335,3
122055.159_485322.049-Rest,2021-12-28T06:01:45.000Z,52.354813,4.9036307,745,3
121020.858_482787.271-Rest,2021-12-28T06:02:00.000Z,52.33197,4.8887053,200,727
122819.720_484452.622-Rest,2021-12-28T06:02:04.000Z,52.347042,4.914936,210,3
120082.161_485270.311-Rest,2021-12-28T06:02:25.000Z,52.354225,4.8746767,185,0
123676.876_485059.389-Rest,2021-12-28T06:02:35.000Z,52.352547,4.9274583,265,0
121300.914_484211.070-Rest,2021-12-28T06:03:27.000Z,52.34478,4.892671,225,4
124204.483_486890.430-Rest,2021-12-28T06:03:29.000Z,52.369034,4.9350348,230,3
121020.858_482787.271-Rest,2021-12-28T06:03:38.000Z,52.33197,4.8887053,250,0
118789.189_485152.974-Rest,2021-12-28T06:04:24.000Z,52.35309,4.8557115,310,2
123912.034_485756.704-Rest,2021-12-28T06:04:41.000Z,52.358826,4.9308453,255,3
121020.858_482787.271-Rest,2021-12-28T06:04:45.000Z,52.33197,4.8887053,120,0
118537.935_484722.872-Rest,2021-12-28T06:04:46.000Z,52.349205,4.8520703,240,20
122151.836_485378.276-Rest,2021-12-28T06:04:57.000Z,52.355324,4.905044,550,3
125080.997_484040.979-Rest,2021-12-28T06:05:43.000Z,52.34347,4.9481573,300,3
122819.720_484452.622-Rest,2021-12-28T06:06:09.000Z,52.347042,4.914936,150,0
118537.935_484722.872-Rest,2021-12-28T06:06:18.000Z,52.349205,4.8520703,255,0
124158.036_487027.900-Rest,2021-12-28T06:06:31.000Z,52.370266,4.93434,285,21
123829.357_485221.965-Rest,2021-12-28T06:06:33.000Z,52.354015,4.9296813,340,3
121383.010_484229.020-Rest,2021-12-28T06:06:51.000Z,52.344948,4.893874,260,3
120114.342_485196.371-Rest,2021-12-28T06:07:01.000Z,52.35356,4.8751564,335,20
125080.997_484040.979-Rest,2021-12-28T06:07:07.000Z,52.34347,4.9481573,465,0
124158.036_487027.900-Rest,2021-12-28T06:07:26.000Z,52.370266,4.93434,390,0
118633.737_485099.794-Rest,2021-12-28T06:07:28.000Z,52.3526,4.8534355,465,3
123829.357_485221.965-Rest,2021-12-28T06:07:49.000Z,52.354015,4.9296813,390,0
120905.956_482755.869-Rest,2021-12-28T06:07:51.000Z,52.33168,4.8870225,100,27
121768.450_484002.478-Rest,2021-12-28T06:07:51.000Z,52.342937,4.8995523,580,14
121383.010_484229.020-Rest,2021-12-28T06:08:08.000Z,52.344948,4.893874,90,0
