id,dateObserved,lat,long,weight,day_diff
118550.435_487066.262-Rest,2020-12-10T03:22:37.000Z,52.370266,4.8519998,715,5
119781.937_487050.374-Rest,2020-12-10T03:37:53.000Z,52.370205,4.870084,335,7
119715.610_487025.916-Rest,2020-12-10T03:41:39.000Z,52.36998,4.8691125,180,7
119939.581_487269.466-Rest,2020-12-10T03:47:21.000Z,52.372185,4.8723755,385,6
119908.431_487192.223-Rest,2020-12-10T03:49:46.000Z,52.371487,4.8719263,200,2
119886.074_487018.139-Rest,2020-12-10T03:59:14.000Z,52.369923,4.871616,415,6
119921.322_486923.714-Rest,2020-12-10T04:04:53.000Z,52.369076,4.8721433,420,6
120027.946_486965.093-Rest,2020-12-10T04:12:39.000Z,52.369453,4.8737044,280,2
120096.106_486823.717-Rest,2020-12-10T04:16:23.000Z,52.368187,4.87472,165,2
120096.106_486823.717-Rest,2020-12-10T04:17:33.000Z,52.368187,4.87472,395,0
120096.106_486823.717-Rest,2020-12-10T04:21:36.000Z,52.368187,4.87472,190,0
120096.106_486823.717-Rest,2020-12-10T04:23:08.000Z,52.368187,4.87472,170,0
120096.106_486823.717-Rest,2020-12-10T04:24:37.000Z,52.368187,4.87472,265,0
120223.746_486717.876-Rest,2020-12-10T04:34:04.000Z,52.367245,4.876605,280,1
120144.332_486674.894-Rest,2020-12-10T04:39:50.000Z,52.36685,4.8754435,210,1
120144.332_486674.894-Rest,2020-12-10T04:41:15.000Z,52.36685,4.8754435,390,0
122801.658_489851.393-Rest,2020-12-10T05:06:02.000Z,52.395565,4.9141536,2200,13
124735.666_486784.579-Rest,2020-12-10T05:08:36.000Z,52.36811,4.9428434,215,7
120893.231_482973.819-Rest,2020-12-10T05:10:47.000Z,52.333637,4.886814,115,4
124644.731_487131.046-Rest,2020-12-10T05:12:00.000Z,52.37122,4.941477,40,1
120893.231_482973.819-Rest,2020-12-10T05:12:20.000Z,52.333637,4.886814,200,0
125015.644_487230.302-Rest,2020-12-10T05:15:28.000Z,52.372143,4.9469123,365,2
123648.465_486510.013-Rest,2020-12-10T05:15:42.000Z,52.36558,4.926906,370,2
122992.177_488481.533-Rest,2020-12-10T05:15:47.000Z,52.383263,4.9170833,2840,19
125015.644_487230.302-Rest,2020-12-10T05:16:18.000Z,52.372143,4.9469123,25,0
121884.320_490928.992-Rest,2020-12-10T05:16:53.000Z,52.405193,4.9005704,2110,13
125015.644_487230.302-Rest,2020-12-10T05:16:56.000Z,52.372143,4.9469123,555,0
124718.030_486562.864-Rest,2020-12-10T05:17:13.000Z,52.366116,4.942604,275,7
124138.522_486047.335-Rest,2020-12-10T05:17:15.000Z,52.36145,4.9341435,120,0
120349.078_482617.510-Rest,2020-12-10T05:18:28.000Z,52.330402,4.878867,205,2
125316.010_487176.820-Rest,2020-12-10T05:20:06.000Z,52.371666,4.951329,375,6
124112.026_486487.104-Rest,2020-12-10T05:20:55.000Z,52.365402,4.933714,130,0
123745.660_486720.053-Rest,2020-12-10T05:20:57.000Z,52.367474,4.9283137,265,20
122919.592_488505.346-Rest,2020-12-10T05:21:22.000Z,52.383472,4.9160147,2605,6
120136.897_482554.962-Rest,2020-12-10T05:22:25.000Z,52.329826,4.875761,255,6
123745.660_486720.053-Rest,2020-12-10T05:22:38.000Z,52.367474,4.9283137,380,0
121973.213_491092.377-Rest,2020-12-10T05:22:54.000Z,52.406666,4.9018607,2745,13
120136.897_482554.962-Rest,2020-12-10T05:23:57.000Z,52.329826,4.875761,95,0
124147.896_485036.198-Rest,2020-12-10T05:24:08.000Z,52.352364,4.934374,150,4
124779.054_487149.634-Rest,2020-12-10T05:24:10.000Z,52.371395,4.9434476,70,0
124354.042_486547.021-Rest,2020-12-10T05:25:22.000Z,52.365955,4.9372616,365,16
124147.896_485036.198-Rest,2020-12-10T05:25:33.000Z,52.352364,4.934374,170,0
124779.054_487149.634-Rest,2020-12-10T05:26:43.000Z,52.371395,4.9434476,5,0
119453.274_482372.904-Rest,2020-12-10T05:27:11.000Z,52.328144,4.865752,445,13
123970.277_485886.381-Rest,2020-12-10T05:27:58.000Z,52.359997,4.9316883,280,14
119453.274_482372.904-Rest,2020-12-10T05:28:10.000Z,52.328144,4.865752,5,0
119453.274_482372.904-Rest,2020-12-10T05:29:18.000Z,52.328144,4.865752,300,0
124015.061_485111.633-Rest,2020-12-10T05:29:32.000Z,52.353035,4.9324174,430,1
124473.056_487257.169-Rest,2020-12-10T05:30:47.000Z,52.372345,4.9389443,380,7
120059.957_482659.797-Rest,2020-12-10T05:31:03.000Z,52.33076,4.874622,115,6
120059.957_482659.797-Rest,2020-12-10T05:32:30.000Z,52.33076,4.874622,240,0
124660.464_486272.258-Rest,2020-12-10T05:32:55.000Z,52.363503,4.9417853,150,1
123429.243_486877.014-Rest,2020-12-10T05:33:38.000Z,52.36887,4.923653,250,2
124995.801_487537.485-Rest,2020-12-10T05:35:22.000Z,52.374893,4.946595,395,7
120024.132_482610.786-Rest,2020-12-10T05:35:34.000Z,52.33032,4.874101,225,6
120024.132_482610.786-Rest,2020-12-10T05:36:52.000Z,52.33032,4.874101,105,0
119324.620_484647.322-Rest,2020-12-10T05:37:02.000Z,52.34858,4.8636236,290,2
123470.747_486920.061-Rest,2020-12-10T05:37:16.000Z,52.36926,4.9242587,370,12
124571.477_486108.058-Rest,2020-12-10T05:37:16.000Z,52.362022,4.9404936,390,10
119632.310_485986.169-Rest,2020-12-10T05:37:25.000Z,52.36063,4.8679986,145,17
120024.132_482610.786-Rest,2020-12-10T05:37:54.000Z,52.33032,4.874101,15,0
123470.747_486920.061-Rest,2020-12-10T05:38:53.000Z,52.36926,4.9242587,320,0
119585.753_482303.077-Rest,2020-12-10T05:39:55.000Z,52.327526,4.8677025,230,13
119833.523_486086.019-Rest,2020-12-10T05:40:35.000Z,52.36154,4.870942,160,16
124347.512_487725.912-Rest,2020-12-10T05:40:53.000Z,52.37655,4.9370584,340,6
123777.513_486048.637-Rest,2020-12-10T05:41:07.000Z,52.361443,4.9288435,340,12
119585.753_482303.077-Rest,2020-12-10T05:41:10.000Z,52.327526,4.8677025,145,0
124393.097_486173.838-Rest,2020-12-10T05:41:27.000Z,52.362602,4.937869,0,0
119959.563_482660.157-Rest,2020-12-10T05:41:28.000Z,52.33076,4.873149,275,6
124347.512_487725.912-Rest,2020-12-10T05:42:13.000Z,52.37655,4.9370584,325,0
119168.605_484545.593-Rest,2020-12-10T05:42:25.000Z,52.347652,4.861345,0,2
119959.563_482660.157-Rest,2020-12-10T05:42:32.000Z,52.33076,4.873149,100,0
124347.512_487725.912-Rest,2020-12-10T05:43:25.000Z,52.37655,4.9370584,345,0
119946.733_486133.777-Rest,2020-12-10T05:43:28.000Z,52.361977,4.8725986,140,12
114572.400_484538.865-Rest,2020-12-10T05:43:43.000Z,52.347275,4.7938952,165,9
119168.605_484545.593-Rest,2020-12-10T05:43:56.000Z,52.347652,4.861345,195,0
118369.631_484878.326-Rest,2020-12-10T05:44:36.000Z,52.35059,4.8495836,810,13
119946.733_486133.777-Rest,2020-12-10T05:44:46.000Z,52.361977,4.8725986,200,0
114572.400_484538.865-Rest,2020-12-10T05:44:50.000Z,52.347275,4.7938952,120,0
119529.136_482177.720-Rest,2020-12-10T05:45:42.000Z,52.326397,4.866885,350,13
119168.605_484545.593-Rest,2020-12-10T05:45:45.000Z,52.347652,4.861345,315,0
117205.977_484641.261-Rest,2020-12-10T05:45:47.000Z,52.34838,4.832532,295,9
119923.973_482613.214-Rest,2020-12-10T05:46:03.000Z,52.330334,4.8726315,120,6
124574.199_486366.456-Rest,2020-12-10T05:46:03.000Z,52.364346,4.9405103,360,6
122835.923_489719.438-Rest,2020-12-10T05:46:26.000Z,52.39438,4.9146695,2095,27
118369.631_484878.326-Rest,2020-12-10T05:46:31.000Z,52.35059,4.8495836,680,0
122835.923_489719.438-Rest,2020-12-10T05:46:34.000Z,52.39438,4.9146695,2095,0
119529.136_482177.720-Rest,2020-12-10T05:46:38.000Z,52.326397,4.866885,255,0
117205.977_484641.261-Rest,2020-12-10T05:46:50.000Z,52.34838,4.832532,225,0
124574.199_486366.456-Rest,2020-12-10T05:46:57.000Z,52.364346,4.9405103,275,0
119923.973_482613.214-Rest,2020-12-10T05:47:04.000Z,52.330334,4.8726315,105,0
123867.046_486192.403-Rest,2020-12-10T05:47:24.000Z,52.36274,4.930145,265,3
114525.275_484570.301-Rest,2020-12-10T05:47:29.000Z,52.347553,4.7931995,100,9
124570.423_487794.353-Rest,2020-12-10T05:47:48.000Z,52.37718,4.9403257,310,1
120070.546_486182.864-Rest,2020-12-10T05:48:13.000Z,52.362427,4.8744116,110,88
119923.973_482613.214-Rest,2020-12-10T05:48:17.000Z,52.330334,4.8726315,235,0
114525.275_484570.301-Rest,2020-12-10T05:48:26.000Z,52.347553,4.7931995,225,0
122025.292_491113.734-Rest,2020-12-10T05:48:48.000Z,52.40686,4.9026237,320,1
117159.757_484621.899-Rest,2020-12-10T05:50:00.000Z,52.348206,4.831856,375,6
124664.793_486340.890-Rest,2020-12-10T05:50:39.000Z,52.36412,4.9418426,395,3
119005.345_484317.011-Rest,2020-12-10T05:50:55.000Z,52.34559,4.8589735,295,2
117159.757_484621.899-Rest,2020-12-10T05:51:03.000Z,52.348206,4.831856,300,0
114408.018_484517.279-Rest,2020-12-10T05:51:12.000Z,52.34707,4.7914853,130,9
120064.880_486202.591-Rest,2020-12-10T05:51:18.000Z,52.362602,4.874326,190,17
119858.791_482660.698-Rest,2020-12-10T05:51:21.000Z,52.330757,4.8716707,185,6
120064.880_486202.591-Rest,2020-12-10T05:51:32.000Z,52.362602,4.874326,5,0
123808.691_486370.835-Rest,2020-12-10T05:51:32.000Z,52.36434,4.9292717,320,3
124991.787_487771.700-Rest,2020-12-10T05:51:49.000Z,52.376995,4.9465156,280,2
114408.018_484517.279-Rest,2020-12-10T05:52:14.000Z,52.34707,4.7914853,205,0
119005.345_484317.011-Rest,2020-12-10T05:52:15.000Z,52.34559,4.8589735,145,0
124991.787_487771.700-Rest,2020-12-10T05:52:40.000Z,52.376995,4.9465156,245,0
119858.791_482660.698-Rest,2020-12-10T05:52:42.000Z,52.330757,4.8716707,290,0
118637.534_484915.540-Rest,2020-12-10T05:53:33.000Z,52.350945,4.8535113,640,2
124817.875_486365.061-Rest,2020-12-10T05:54:03.000Z,52.364346,4.944088,155,6
120012.766_486200.854-Rest,2020-12-10T05:54:24.000Z,52.362583,4.8735614,595,16
