date,truck_num,tot_weight
2020-01-01,truck0,14220.0
2020-01-01,truck1,13435.0
2020-01-01,truck2,14815.0
2020-01-01,truck3,14220.0
2020-01-01,truck4,13245.0
2020-01-01,truck5,2815.0
2020-01-01,truck6,13060.0
2020-01-01,truck7,5400.0
2020-01-02,truck0,14965.0
2020-01-02,truck1,14965.0
2020-01-02,truck2,13905.0
2020-01-02,truck3,14850.0
2020-01-02,truck4,14910.0
2020-01-02,truck5,14900.0
2020-01-02,truck6,13260.0
2020-01-02,truck7,14945.0
2020-01-02,truck8,14980.0
2020-01-02,truck9,14915.0
2020-01-02,truck10,14755.0
2020-01-02,truck11,11210.0
2020-01-02,truck12,14190.0
2020-01-02,truck13,2220.0
2020-01-02,truck14,12165.0
2020-01-02,truck15,14695.0
2020-01-02,truck16,14835.0
2020-01-02,truck17,14925.0
2020-01-02,truck18,14980.0
2020-01-02,truck19,14985.0
2020-01-02,truck20,13455.0
2020-01-02,truck21,14955.0
2020-01-02,truck22,4825.0
2020-01-02,truck23,9380.0
2020-01-02,truck24,14950.0
2020-01-02,truck25,8275.0
2020-01-02,truck26,2760.0
2020-01-02,truck27,14515.0
2020-01-02,truck28,14665.0
2020-01-02,truck29,10710.0
2020-01-02,truck30,12835.0
2020-01-02,truck31,1620.0
2020-01-02,truck32,12200.0
2020-01-02,truck33,11725.0
2020-01-02,truck34,5350.0
2020-01-02,truck35,13980.0
2020-01-02,truck36,9185.0
2020-01-02,truck37,4985.0
2020-01-02,truck38,7155.0
2020-01-03,truck0,14990.0
2020-01-03,truck1,14955.0
2020-01-03,truck2,14955.0
2020-01-03,truck3,14975.0
2020-01-03,truck4,14595.0
2020-01-03,truck5,13775.0
2020-01-03,truck6,14935.0
2020-01-03,truck7,14995.0
2020-01-03,truck8,14980.0
2020-01-03,truck9,14965.0
2020-01-03,truck10,14890.0
2020-01-03,truck11,14830.0
2020-01-03,truck12,14990.0
2020-01-03,truck13,14970.0
2020-01-03,truck14,14940.0
2020-01-03,truck15,13845.0
2020-01-03,truck16,14910.0
2020-01-03,truck17,14960.0
2020-01-03,truck18,14985.0
2020-01-03,truck19,13205.0
2020-01-03,truck20,14470.0
2020-01-03,truck21,14955.0
2020-01-03,truck22,14835.0
2020-01-03,truck23,14800.0
2020-01-03,truck24,8540.0
2020-01-03,truck25,14890.0
2020-01-03,truck26,14135.0
2020-01-03,truck27,14790.0
2020-01-03,truck28,465.0
2020-01-03,truck29,14685.0
2020-01-03,truck30,14960.0
2020-01-03,truck31,4550.0
2020-01-03,truck32,11330.0
2020-01-03,truck33,13435.0
2020-01-03,truck34,275.0
2020-01-03,truck35,7660.0
2020-01-03,truck36,2595.0
2020-01-04,truck0,3930.0
2020-01-04,truck1,14855.0
2020-01-04,truck2,4455.0
2020-01-04,truck3,14895.0
2020-01-04,truck4,14870.0
2020-01-04,truck5,7810.0
2020-01-04,truck6,14990.0
2020-01-04,truck7,14875.0
2020-01-04,truck8,2405.0
2020-01-04,truck9,8965.0
2020-01-04,truck10,14150.0
2020-01-04,truck11,7600.0
2020-01-04,truck12,7285.0
2020-01-04,truck13,3625.0
2020-01-04,truck14,275.0
2020-01-04,truck15,680.0
2020-01-05,truck0,8660.0
2020-01-05,truck1,13985.0
2020-01-05,truck2,3325.0
2020-01-05,truck3,7775.0
2020-01-06,truck0,14925.0
2020-01-06,truck1,14970.0
2020-01-06,truck2,14935.0
2020-01-06,truck3,14085.0
2020-01-06,truck4,14935.0
2020-01-06,truck5,14995.0
2020-01-06,truck6,14155.0
2020-01-06,truck7,14890.0
2020-01-06,truck8,14975.0
2020-01-06,truck9,14925.0
2020-01-06,truck10,14990.0
2020-01-06,truck11,14780.0
2020-01-06,truck12,14915.0
2020-01-06,truck13,14755.0
2020-01-06,truck14,14510.0
2020-01-06,truck15,14970.0
2020-01-06,truck16,14015.0
2020-01-06,truck17,14970.0
2020-01-06,truck18,14740.0
2020-01-06,truck19,14760.0
2020-01-06,truck20,14610.0
2020-01-06,truck21,14945.0
