date,truck_num,tot_weight
2020-01-01,truck0,13820.0
2020-01-01,truck1,5490.0
2020-01-01,truck2,13945.0
2020-01-01,truck3,13980.0
2020-01-01,truck4,11160.0
2020-01-01,truck5,12090.0
2020-01-01,truck6,13060.0
2020-01-01,truck7,5400.0
2020-01-01,truck8,2045.0
2020-01-01,truck9,220.0
2020-01-02,truck0,13995.0
2020-01-02,truck1,13995.0
2020-01-02,truck2,13920.0
2020-01-02,truck3,13995.0
2020-01-02,truck4,13990.0
2020-01-02,truck5,13995.0
2020-01-02,truck6,13980.0
2020-01-02,truck7,13965.0
2020-01-02,truck8,13985.0
2020-01-02,truck9,13880.0
2020-01-02,truck10,13980.0
2020-01-02,truck11,13990.0
2020-01-02,truck12,13980.0
2020-01-02,truck13,13545.0
2020-01-02,truck14,4140.0
2020-01-02,truck15,6685.0
2020-01-02,truck16,13980.0
2020-01-02,truck17,10055.0
2020-01-02,truck18,13995.0
2020-01-02,truck19,13800.0
2020-01-02,truck20,13905.0
2020-01-02,truck21,13985.0
2020-01-02,truck22,3770.0
2020-01-02,truck23,13395.0
2020-01-02,truck24,160.0
2020-01-02,truck25,13950.0
2020-01-02,truck26,13910.0
2020-01-02,truck27,13540.0
2020-01-02,truck28,11340.0
2020-01-02,truck29,11270.0
2020-01-02,truck30,8275.0
2020-01-02,truck31,5440.0
2020-01-02,truck32,565.0
2020-01-02,truck33,13970.0
2020-01-02,truck34,480.0
2020-01-02,truck35,410.0
2020-01-02,truck36,12900.0
2020-01-02,truck37,8115.0
2020-01-02,truck38,2970.0
2020-01-02,truck39,12030.0
2020-01-02,truck40,13980.0
2020-01-02,truck41,10275.0
2020-01-02,truck42,4055.0
2020-01-02,truck43,2315.0
2020-01-02,truck44,110.0
2020-01-02,truck45,115.0
2020-01-03,truck0,13925.0
2020-01-03,truck1,13985.0
2020-01-03,truck2,13985.0
2020-01-03,truck3,13995.0
2020-01-03,truck4,13995.0
2020-01-03,truck5,13985.0
2020-01-03,truck6,13995.0
2020-01-03,truck7,13990.0
2020-01-03,truck8,13995.0
2020-01-03,truck9,13995.0
2020-01-03,truck10,13990.0
2020-01-03,truck11,13985.0
2020-01-03,truck12,13990.0
2020-01-03,truck13,13940.0
2020-01-03,truck14,13985.0
2020-01-03,truck15,13990.0
2020-01-03,truck16,13995.0
2020-01-03,truck17,13980.0
2020-01-03,truck18,13995.0
2020-01-03,truck19,13790.0
2020-01-03,truck20,12665.0
2020-01-03,truck21,13915.0
2020-01-03,truck22,13855.0
2020-01-03,truck23,13985.0
2020-01-03,truck24,13980.0
2020-01-03,truck25,13950.0
2020-01-03,truck26,5520.0
2020-01-03,truck27,13905.0
2020-01-03,truck28,13880.0
2020-01-03,truck29,220.0
2020-01-03,truck30,7355.0
2020-01-03,truck31,11720.0
2020-01-03,truck32,11380.0
2020-01-03,truck33,13910.0
2020-01-03,truck34,3125.0
2020-01-03,truck35,8590.0
2020-01-03,truck36,465.0
2020-01-03,truck37,2630.0
2020-01-03,truck38,6750.0
2020-01-03,truck39,7810.0
2020-01-03,truck40,2735.0
2020-01-03,truck41,2145.0
2020-01-03,truck42,1640.0
2020-01-03,truck43,95.0
2020-01-03,truck44,305.0
2020-01-04,truck0,13995.0
2020-01-04,truck1,6525.0
2020-01-04,truck2,13575.0
2020-01-04,truck3,13985.0
2020-01-04,truck4,13945.0
2020-01-04,truck5,9185.0
2020-01-04,truck6,13995.0
2020-01-04,truck7,13920.0
2020-01-04,truck8,13525.0
2020-01-04,truck9,1980.0
2020-01-04,truck10,5180.0
2020-01-04,truck11,375.0
2020-01-04,truck12,7465.0
2020-01-04,truck13,280.0
2020-01-04,truck14,425.0
2020-01-04,truck15,3120.0
2020-01-04,truck16,1595.0
2020-01-04,truck17,260.0
2020-01-04,truck18,275.0
2020-01-04,truck19,2060.0
2020-01-05,truck0,13200.0
2020-01-05,truck1,13905.0
2020-01-05,truck2,3325.0
2020-01-05,truck3,2770.0
2020-01-05,truck4,545.0
2020-01-06,truck0,13965.0
2020-01-06,truck1,13995.0
2020-01-06,truck2,13995.0
2020-01-06,truck3,13985.0
2020-01-06,truck4,13740.0
2020-01-06,truck5,13965.0
2020-01-06,truck6,13965.0
2020-01-06,truck7,13965.0
2020-01-06,truck8,13950.0
2020-01-06,truck9,13990.0
2020-01-06,truck10,13865.0
2020-01-06,truck11,13925.0
2020-01-06,truck12,13995.0
2020-01-06,truck13,13995.0
2020-01-06,truck14,13970.0
2020-01-06,truck15,13990.0
2020-01-06,truck16,13965.0
2020-01-06,truck17,13980.0
2020-01-06,truck18,13845.0
2020-01-06,truck19,13985.0
2020-01-06,truck20,13980.0
2020-01-06,truck21,13970.0
2020-01-06,truck22,13755.0
2020-01-06,truck23,13805.0
2020-01-06,truck24,13975.0
2020-01-06,truck25,8485.0
2020-01-06,truck26,13970.0
