id,lat,long,truck_num,date,weight,sum_weight
122708.090_485624.155-Rest,52.35768210398326,4.913162611749012,truck2,2021-05-27T07:42:14.000Z,405.0,915.0
122708.090_485624.155-Rest,52.35768210398326,4.913162611749012,truck2,2021-05-27T07:43:21.000Z,410.0,1325.0
122810.201_485803.951-Rest,52.359362103988246,4.914682611831927,truck2,2021-05-27T07:50:46.000Z,445.0,1770.0
122553.561_485630.575-Rest,52.35778210399093,4.9107026116313195,truck2,2021-05-27T07:55:35.000Z,100.0,1870.0
122553.561_485630.575-Rest,52.35778210399093,4.9107026116313195,truck2,2021-05-27T07:56:59.000Z,200.0,2070.0
122423.460_485726.522-Rest,52.358592104000245,4.9090426115561625,truck2,2021-05-27T08:02:59.000Z,300.0,2370.0
122472.934_485534.473-Rest,52.356852103988224,4.90985261158512,truck2,2021-05-27T08:12:46.000Z,365.0,2735.0
122783.474_485503.888-Rest,52.35650210397326,4.9143526117993455,truck2,2021-05-27T08:17:52.000Z,210.0,2945.0
122783.474_485503.888-Rest,52.35650210397326,4.9143526117993455,truck2,2021-05-27T08:19:00.000Z,290.0,3235.0
123075.477_485419.208-Rest,52.35589210395697,4.918752612007258,truck2,2021-05-27T08:23:26.000Z,535.0,3770.0
122548.244_485541.070-Rest,52.356762103985055,4.910772611628807,truck2,2021-05-27T08:23:52.000Z,445.0,4215.0
122548.244_485541.070-Rest,52.356762103985076,4.910762611628328,truck2,2021-05-27T08:25:16.000Z,335.0,4550.0
122503.564_485664.365-Rest,52.357932103993505,4.910102611603338,truck2,2021-05-27T08:30:11.000Z,455.0,5005.0
123002.185_485586.255-Rest,52.357432103968506,4.917712611966368,truck2,2021-05-27T09:01:49.000Z,65.0,5070.0
123988.905_485287.881-Rest,52.35468210391034,4.9320526126396045,truck2,2021-05-27T09:10:58.000Z,320.0,5390.0
123920.244_485209.818-Rest,52.35394210391008,4.930822612575831,truck2,2021-05-27T09:13:11.000Z,290.0,5680.0
123920.244_485209.818-Rest,52.35393210391007,4.930812612575288,truck2,2021-05-27T09:14:08.000Z,170.0,5850.0
125871.241_485257.304-Rest,52.354492103821066,4.959782613974681,truck2,2021-05-27T09:24:31.000Z,255.0,6105.0
125871.241_485257.304-Rest,52.354492103821066,4.959782613974681,truck2,2021-05-27T09:25:30.000Z,470.0,6575.0
125217.922_484241.371-Rest,52.345312103804,4.950372613459818,truck2,2021-05-27T09:49:16.000Z,235.0,6810.0
125183.526_483934.344-Rest,52.342672103793085,4.949742613412108,truck2,2021-05-27T09:53:56.000Z,460.0,7270.0
125183.526_483934.344-Rest,52.34267210379306,4.949752613412585,truck2,2021-05-27T09:55:10.000Z,405.0,7675.0
125081.051_484040.896-Rest,52.34367210380291,4.9481926133443945,truck2,2021-05-27T09:58:22.000Z,200.0,7875.0
125081.051_484040.896-Rest,52.34367210380296,4.948172613343436,truck2,2021-05-27T09:59:30.000Z,320.0,8195.0
124423.305_484667.561-Rest,52.34916210386171,4.938322612906269,truck2,2021-05-27T10:05:09.000Z,520.0,8715.0
124329.923_484749.347-Rest,52.3497721038687,4.937092612851065,truck2,2021-05-27T10:08:31.000Z,285.0,9000.0
124354.074_484983.493-Rest,52.35189210387846,4.9375326128856605,truck2,2021-05-27T10:12:07.000Z,460.0,9460.0
124573.515_484930.639-Rest,52.35148210386632,4.940722613036447,truck2,2021-05-27T10:16:07.000Z,240.0,9700.0
124936.593_484978.978-Rest,52.35197210385293,4.9457826132830665,truck2,2021-05-27T10:20:19.000Z,390.0,10090.0
124936.593_484978.978-Rest,52.35197210385293,4.9457826132830665,truck2,2021-05-27T10:21:27.000Z,290.0,10380.0
124575.526_485030.977-Rest,52.35258210387124,4.941022613057946,truck2,2021-05-27T10:26:40.000Z,425.0,10805.0
124193.598_485158.485-Rest,52.35349210389491,4.93498261277313,truck2,2021-05-27T10:33:07.000Z,235.0,11040.0
123734.365_485442.499-Rest,52.356022103928474,4.92850261247705,truck2,2021-05-27T10:42:03.000Z,5.0,11045.0
124425.617_484799.828-Rest,52.35023210386711,4.938382612915965,truck2,2021-05-27T10:42:35.000Z,350.0,11395.0
124618.887_484522.857-Rest,52.3477121038451,4.94125261303769,truck2,2021-05-27T10:49:46.000Z,305.0,11700.0
124295.107_484305.527-Rest,52.34607210385141,4.936582612803176,truck2,2021-05-27T10:54:13.000Z,65.0,11765.0
124260.459_484535.147-Rest,52.34786210386186,4.9361326127928935,truck2,2021-05-27T10:55:56.000Z,350.0,12115.0
124184.286_484473.842-Rest,52.34736210386371,4.934712612721618,truck2,2021-05-27T10:59:24.000Z,310.0,12425.0
124885.614_485939.749-Rest,52.36057210390187,4.945292613315673,truck2,2021-05-27T11:06:53.000Z,535.0,12960.0
124885.614_485939.749-Rest,52.36058210390194,4.945292613315739,truck2,2021-05-27T11:08:07.000Z,415.0,13375.0
124921.036_486035.547-Rest,52.36129210390491,4.9456326133368185,truck2,2021-05-27T11:14:35.000Z,275.0,13650.0
124921.036_486035.547-Rest,52.36129210390488,4.945642613337299,truck2,2021-05-27T11:15:50.000Z,110.0,13760.0
124042.675_486418.224-Rest,52.364822103966574,4.932492612724126,truck3,2021-05-27T06:52:01.000Z,500.0,500.0
123918.357_487859.411-Rest,52.377712104052506,4.930652612715416,truck3,2021-05-27T07:04:11.000Z,210.0,710.0
124821.696_489604.811-Rest,52.393452104120286,4.943812613459034,truck3,2021-05-27T07:28:17.000Z,2275.0,2985.0
124831.654_489516.815-Rest,52.39263210411376,4.9440026134629695,truck3,2021-05-27T07:33:28.000Z,2550.0,5535.0
124727.245_489566.262-Rest,52.39308210412193,4.9424426133893995,truck3,2021-05-27T07:38:41.000Z,3180.0,8715.0
124667.523_489512.748-Rest,52.39257210412075,4.941652613347326,truck3,2021-05-27T07:43:17.000Z,3240.0,11955.0
122599.169_490824.539-Rest,52.40422210430005,4.9111026119203975,truck3,2021-05-27T09:00:43.000Z,675.0,12630.0
123085.669_485705.543-Rest,52.358352103970866,4.918682612018494,truck4,2021-05-27T06:52:12.000Z,380.0,380.0
122799.688_485203.569-Rest,52.35375210395789,4.914482611789536,truck4,2021-05-27T06:59:11.000Z,175.0,555.0
123216.296_485613.027-Rest,52.35761210396079,4.9206726121098585,truck4,2021-05-27T07:07:12.000Z,400.0,955.0
123552.409_485426.147-Rest,52.355792103936146,4.925552612333688,truck4,2021-05-27T07:10:42.000Z,25.0,980.0
123552.409_485426.147-Rest,52.35579210393661,4.925392612325992,truck4,2021-05-27T07:11:31.000Z,330.0,1310.0
123469.364_485669.189-Rest,52.3579021039514,4.924362612289231,truck4,2021-05-27T07:13:57.000Z,450.0,1760.0
123731.690_485339.757-Rest,52.35497210392343,4.928282612460012,truck4,2021-05-27T07:16:20.000Z,170.0,1930.0
123731.690_485339.757-Rest,52.35497210392343,4.928282612460012,truck4,2021-05-27T07:17:17.000Z,90.0,2020.0
123141.126_485520.406-Rest,52.35660210395853,4.919552612049947,truck4,2021-05-27T07:17:33.000Z,345.0,2365.0
123141.126_485520.406-Rest,52.35660210395853,4.919552612049947,truck4,2021-05-27T07:18:37.000Z,540.0,2905.0
123448.865_485118.436-Rest,52.35301210392611,4.923882612236545,truck4,2021-05-27T07:19:59.000Z,140.0,3045.0
123448.865_485118.436-Rest,52.35301210392611,4.923882612236545,truck4,2021-05-27T07:20:55.000Z,115.0,3160.0
123061.327_485483.472-Rest,52.356252103959946,4.9184126119930465,truck4,2021-05-27T07:22:12.000Z,455.0,3615.0
123392.151_485818.826-Rest,52.35945210396372,4.9231626122408105,truck4,2021-05-27T07:22:39.000Z,410.0,4025.0
123061.327_485483.472-Rest,52.356252103959946,4.9184126119930465,truck4,2021-05-27T07:23:11.000Z,285.0,4310.0
123392.151_485818.826-Rest,52.35945210396372,4.9231626122408105,truck4,2021-05-27T07:24:07.000Z,160.0,4470.0
123715.901_486024.816-Rest,52.36129210395918,4.928152612492608,truck4,2021-05-27T07:29:30.000Z,5.0,4475.0
123585.613_486003.019-Rest,52.36114210396493,4.9259726123865235,truck4,2021-05-27T07:34:48.000Z,450.0,4925.0
123790.552_485383.318-Rest,52.35539210392343,4.929042612499161,truck4,2021-05-27T07:35:32.000Z,240.0,5165.0
123531.208_485944.370-Rest,52.360522103963724,4.925192612345131,truck4,2021-05-27T07:39:47.000Z,535.0,5700.0
123538.354_485331.919-Rest,52.35497210393233,4.925332612318118,truck4,2021-05-27T07:42:15.000Z,115.0,5815.0
123367.029_485349.869-Rest,52.355102103940574,4.922812612197731,truck4,2021-05-27T07:46:45.000Z,325.0,6140.0
123064.254_485217.254-Rest,52.35387210394641,4.918612611988555,truck4,2021-05-27T07:52:58.000Z,380.0,6520.0
122870.557_485208.097-Rest,52.3537521039543,4.915702611848106,truck4,2021-05-27T07:59:26.000Z,325.0,6845.0
123164.612_485142.948-Rest,52.353432103940364,4.919852612045494,truck4,2021-05-27T08:08:06.000Z,355.0,7200.0
123085.841_485064.260-Rest,52.35261210393905,4.9188126119906865,truck4,2021-05-27T08:13:09.000Z,310.0,7510.0
124699.518_485248.882-Rest,52.3544121038767,4.942402613136185,truck4,2021-05-27T08:25:43.000Z,395.0,7905.0
124413.465_485389.587-Rest,52.35572210389681,4.9382726129456405,truck4,2021-05-27T08:30:44.000Z,310.0,8215.0
124241.777_485326.978-Rest,52.35506210390144,4.935612612813341,truck4,2021-05-27T08:34:58.000Z,350.0,8565.0
124241.777_485326.978-Rest,52.35506210390144,4.935612612813341,truck4,2021-05-27T08:35:56.000Z,385.0,8950.0
124341.514_485794.786-Rest,52.359292103920325,4.93710261291194,truck4,2021-05-27T08:36:25.000Z,205.0,9155.0
124341.514_485794.786-Rest,52.359362103920375,4.937212612917695,truck4,2021-05-27T08:37:26.000Z,315.0,9470.0
124362.999_485212.800-Rest,52.35394210388975,4.9374226128933865,truck4,2021-05-27T08:41:01.000Z,325.0,9795.0
124350.296_485748.790-Rest,52.35864210391568,4.93742261292325,truck4,2021-05-27T08:42:50.000Z,325.0,10120.0
124350.296_485748.790-Rest,52.35864210391568,4.93742261292325,truck4,2021-05-27T08:43:37.000Z,430.0,10550.0
124527.166_485131.997-Rest,52.35339210387909,4.939892613008764,truck4,2021-05-27T08:45:42.000Z,440.0,10990.0
124417.831_485742.680-Rest,52.35888210391373,4.938472612975434,truck4,2021-05-27T08:48:27.000Z,315.0,11305.0
124147.896_485036.198-Rest,52.352312103889915,4.934552612745025,truck4,2021-05-27T08:52:09.000Z,200.0,11505.0
124147.896_485036.198-Rest,52.352312103889915,4.934552612745025,truck4,2021-05-27T08:53:14.000Z,245.0,11750.0
124600.188_485791.735-Rest,52.35928210390732,4.941242613111684,truck4,2021-05-27T08:54:18.000Z,260.0,12010.0
124305.169_485040.857-Rest,52.35254210388451,4.936702612849868,truck4,2021-05-27T08:56:54.000Z,120.0,12130.0
124305.169_485040.857-Rest,52.35262210388518,4.936622612846525,truck4,2021-05-27T08:57:48.000Z,245.0,12375.0
124169.962_485283.314-Rest,52.354712103902465,4.934662612765403,truck4,2021-05-27T09:01:02.000Z,270.0,12645.0
124692.532_486089.930-Rest,52.36199210391879,4.9425326131915135,truck4,2021-05-27T09:02:06.000Z,375.0,13020.0
124169.962_485283.314-Rest,52.354712103902465,4.934662612765403,truck4,2021-05-27T09:02:12.000Z,300.0,13320.0
124268.444_486232.299-Rest,52.363222103945795,4.9361726128919585,truck4,2021-05-27T09:06:35.000Z,185.0,13505.0
123986.116_485375.648-Rest,52.35532210391319,4.932252612653216,truck4,2021-05-27T09:07:23.000Z,315.0,13820.0
123988.905_485287.881-Rest,52.35468210391034,4.9320526126396045,truck4,2021-05-27T09:10:09.000Z,140.0,13960.0
119226.056_484126.364-Rest,52.344002104049444,4.862262609244508,truck5,2021-05-27T06:56:45.000Z,215.0,215.0
119226.056_484126.364-Rest,52.34396210404897,4.862392609250494,truck5,2021-05-27T06:58:10.000Z,465.0,680.0
119304.477_484322.012-Rest,52.345852104056426,4.863132609294592,truck5,2021-05-27T07:04:14.000Z,470.0,1150.0
119304.477_484322.012-Rest,52.345852104056426,4.863132609294592,truck5,2021-05-27T07:05:37.000Z,355.0,1505.0
119664.445_484278.229-Rest,52.34529210403882,4.8689526095686855,truck5,2021-05-27T07:11:10.000Z,20.0,1525.0
119805.984_484197.779-Rest,52.3446221040307,4.870822609654371,truck5,2021-05-27T07:14:49.000Z,405.0,1930.0
119377.285_484463.757-Rest,52.34697210405873,4.8644426093622135,truck5,2021-05-27T07:20:49.000Z,645.0,2575.0
120081.328_483879.120-Rest,52.34174210400667,4.874702609824653,truck5,2021-05-27T07:23:17.000Z,70.0,2645.0
119377.285_484463.757-Rest,52.347072104059656,4.864272609354602,truck5,2021-05-27T07:25:19.000Z,720.0,3365.0
119321.679_484527.365-Rest,52.34749210406369,4.863512609320437,truck5,2021-05-27T07:30:18.000Z,725.0,4090.0
119021.092_484989.587-Rest,52.35158210409524,4.859362609142092,truck5,2021-05-27T07:36:12.000Z,565.0,4655.0
119005.345_484317.011-Rest,52.34562210406542,4.859092609101486,truck5,2021-05-27T07:36:19.000Z,375.0,5030.0
119005.345_484317.011-Rest,52.34562210406542,4.859092609101486,truck5,2021-05-27T07:37:58.000Z,480.0,5510.0
118907.253_484885.457-Rest,52.3509321040961,4.857642609057153,truck5,2021-05-27T07:42:41.000Z,455.0,5965.0
118674.689_484337.871-Rest,52.34584210407932,4.853922608856903,truck5,2021-05-27T07:44:04.000Z,370.0,6335.0
118907.253_484885.457-Rest,52.35074210409509,4.857652609056749,truck5,2021-05-27T07:44:16.000Z,410.0,6745.0
118907.253_484885.457-Rest,52.35074210409509,4.857652609056749,truck5,2021-05-27T07:44:48.000Z,5.0,6750.0
118674.689_484337.871-Rest,52.34584210407932,4.853922608856903,truck5,2021-05-27T07:45:17.000Z,345.0,7095.0
118878.701_484287.623-Rest,52.34539210406949,4.856982609000179,truck5,2021-05-27T07:49:46.000Z,310.0,7405.0
118878.701_484287.623-Rest,52.34538210406943,4.856982609000135,truck5,2021-05-27T07:52:15.000Z,365.0,7770.0
118706.719_484812.596-Rest,52.34993210409813,4.854722608913572,truck5,2021-05-27T07:52:38.000Z,825.0,8595.0
118706.719_484812.596-Rest,52.34989210409797,4.854702608912437,truck5,2021-05-27T07:54:23.000Z,425.0,9020.0
118648.691_485471.869-Rest,52.35605210413352,4.85361260888861,truck5,2021-05-27T07:56:46.000Z,160.0,9180.0
118648.691_485471.869-Rest,52.356082104133314,4.853762608895902,truck5,2021-05-27T07:57:56.000Z,255.0,9435.0
119083.789_484385.718-Rest,52.34639210406664,4.860142609154981,truck5,2021-05-27T08:03:38.000Z,655.0,10090.0
118122.857_484499.436-Rest,52.34700210410391,4.8461926084950715,truck5,2021-05-27T08:18:51.000Z,340.0,10430.0
118369.631_484878.326-Rest,52.35056210411421,4.849472608666682,truck5,2021-05-27T08:27:23.000Z,335.0,10765.0
118369.631_484878.326-Rest,52.35056210411421,4.849472608666682,truck5,2021-05-27T08:28:50.000Z,310.0,11075.0
118489.424_485290.547-Rest,52.35437210412999,4.851312608771358,truck5,2021-05-27T08:35:30.000Z,725.0,11800.0
118378.161_485620.362-Rest,52.3572321041499,4.8495526087003,truck5,2021-05-27T08:40:41.000Z,660.0,12460.0
118465.512_485620.976-Rest,52.35726210414629,4.851112608774843,truck5,2021-05-27T08:46:27.000Z,285.0,12745.0
118465.512_485620.976-Rest,52.35726210414629,4.851112608774843,truck5,2021-05-27T08:48:27.000Z,55.0,12800.0
117015.174_486220.199-Rest,52.362522104227075,4.829492607766491,truck5,2021-05-27T09:32:35.000Z,315.0,13115.0
117185.255_485983.690-Rest,52.36038210420893,4.832052607879684,truck5,2021-05-27T09:37:36.000Z,805.0,13920.0
119537.572_482802.856-Rest,52.33205210398338,4.866662609396258,truck6,2021-05-27T06:57:27.000Z,330.0,330.0
119537.572_482802.856-Rest,52.33205210398338,4.866662609396258,truck6,2021-05-27T06:59:06.000Z,230.0,560.0
119537.572_482802.856-Rest,52.33205210398338,4.866662609396258,truck6,2021-05-27T07:00:19.000Z,210.0,770.0
119537.572_482802.856-Rest,52.33205210398338,4.866662609396258,truck6,2021-05-27T07:02:20.000Z,290.0,1060.0
119019.830_482291.492-Rest,52.327402103981946,4.859522609037215,truck6,2021-05-27T07:02:23.000Z,200.0,1260.0
119019.830_482291.492-Rest,52.327402103981946,4.859522609037215,truck6,2021-05-27T07:03:34.000Z,345.0,1605.0
119019.830_482291.492-Rest,52.327402103981946,4.859522609037215,truck6,2021-05-27T07:04:44.000Z,300.0,1905.0
119031.504_482093.775-Rest,52.32563210397443,4.859692609037014,truck6,2021-05-27T07:08:46.000Z,290.0,2195.0
119031.504_482093.775-Rest,52.32563210397443,4.859692609037014,truck6,2021-05-27T07:09:57.000Z,260.0,2455.0
119381.763_482249.427-Rest,52.3270121039672,4.864752609282029,truck6,2021-05-27T07:15:28.000Z,330.0,2785.0
119381.763_482249.427-Rest,52.3270121039672,4.864752609282029,truck6,2021-05-27T07:16:49.000Z,290.0,3075.0
119957.126_482173.707-Rest,52.326352103942895,4.873172609676129,truck6,2021-05-27T07:17:46.000Z,310.0,3385.0
119957.126_482173.707-Rest,52.326352103942895,4.873172609676129,truck6,2021-05-27T07:19:14.000Z,435.0,3820.0
119529.136_482177.720-Rest,52.32628210395826,4.867112609389863,truck6,2021-05-27T07:23:12.000Z,300.0,4120.0
119529.136_482177.720-Rest,52.32628210395826,4.867112609389863,truck6,2021-05-27T07:24:30.000Z,345.0,4465.0
119892.919_482155.854-Rest,52.32618210394476,4.872192609629046,truck6,2021-05-27T07:25:46.000Z,260.0,4725.0
119892.919_482155.854-Rest,52.32618210394476,4.872192609629046,truck6,2021-05-27T07:27:11.000Z,250.0,4975.0
120289.848_481971.362-Rest,52.324562103923014,4.878062609898007,truck6,2021-05-27T07:31:44.000Z,315.0,5290.0
120289.848_481971.362-Rest,52.32455210392297,4.878062609897957,truck6,2021-05-27T07:33:04.000Z,310.0,5600.0
119721.108_482705.504-Rest,52.331182103972175,4.869582609530125,truck6,2021-05-27T07:34:56.000Z,315.0,5915.0
119721.108_482705.504-Rest,52.331262103972605,4.869542609528621,truck6,2021-05-27T07:36:45.000Z,245.0,6160.0
120166.055_481956.624-Rest,52.32442210392723,4.876242609811441,truck6,2021-05-27T07:37:05.000Z,325.0,6485.0
120166.055_481956.624-Rest,52.32442210392723,4.876242609811441,truck6,2021-05-27T07:38:18.000Z,315.0,6800.0
120055.690_481829.716-Rest,52.32329210392716,4.874592609728024,truck6,2021-05-27T07:41:54.000Z,295.0,7095.0
