id,lat,long,avg_weight,container_type,num_weights
114525.275_484570.301-Rest,52.34439210420859,4.793272605982988,225.7,Normal container,57
114526.510_484225.723-Rest,52.363802104313216,4.793142606042834,228.3,Normal container,46
114541.417_486387.551-Rest,52.36160210430032,4.793202606038177,322.3,Normal container,35
114543.918_486138.089-Rest,52.34591210421517,4.793722606009346,423.2,Normal container,22
114556.126_484394.705-Rest,52.35264210425001,4.79360260602658,246.0,Normal container,26
114559.598_485137.033-Rest,52.35814210428008,4.793522606041541,309.0,Normal container,42
114564.654_485745.071-Rest,52.35188210424549,4.793852606035798,277.3,Normal container,45
114568.121_485048.342-Rest,52.353802104256246,4.793582606029585,452.4,Normal container,64
114570.279_485255.559-Rest,52.36388210431284,4.793542606062082,532.5,Normal container,24
114571.905_486379.726-Rest,52.34740210422228,4.793882606021952,319.5,Normal container,57
114572.400_484538.865-Rest,52.3638621043123,4.793742606071499,188.5,Normal container,60
114572.874_486381.070-Rest,52.34624210421613,4.794052606026019,376.7,Normal container,3
114579.749_484429.945-Rest,52.36299210430681,4.793942606078008,410.8,Normal container,25
114584.793_486293.442-Rest,52.354452104259,4.793932606048343,289.2,Normal container,66
114585.432_485341.431-Rest,52.35732210427443,4.794052606063825,390.0,Normal container,63
114596.841_485647.868-Rest,52.35728210427423,4.794062606064159,266.0,Normal container,75
114596.843_485647.323-Rest,52.35811210427831,4.794312606078832,270.0,Normal container,6
114608.407_485746.590-Rest,52.35536210426329,4.794252606066585,415.5,Normal container,22
114610.365_485431.763-Rest,52.35672210427063,4.794312606074075,443.5,Normal container,13
114610.472_485595.951-Rest,52.3567121042706,4.794302606073567,395.0,Normal container,4
114610.893_485594.635-Rest,52.341662104192274,4.794782606044768,362.0,Normal container,37
114615.759_483906.551-Rest,52.36300210430557,4.7945826061083965,344.2,Normal container,170
114635.915_486290.092-Rest,52.35919210428354,4.794702606101001,492.5,Normal container,10
114639.151_485853.224-Rest,52.35285210424875,4.794742606081151,334.3,Normal container,51
114642.041_485163.399-Rest,52.34595210421302,4.794852606062723,246.4,Normal container,7
114643.347_484393.475-Rest,52.3529221042492,4.794722606080447,390.0,Normal container,5
114643.792_485151.549-Rest,52.3459321042129,4.794862606063126,436.6,Normal container,58
114643.808_484394.442-Rest,52.36190210429879,4.794782606114101,306.6,Normal container,31
114647.865_486156.429-Rest,52.3613021042953,4.794812606113461,370.2,Normal container,22
114648.483_486092.658-Rest,52.38310210443182,4.794702606183474,390.0,Normal container,19
114655.731_488513.994-Rest,52.36090210429268,4.794972606119669,377.5,Normal container,95
114658.043_486037.311-Rest,52.360812104291945,4.795062606123623,315.7,Normal container,80
114659.158_486037.681-Rest,52.38090210441694,4.794752606178236,367.0,Normal container,5
114666.704_488275.871-Rest,52.35844210427847,4.79512260611831,218.2,Normal container,45
114666.756_485772.392-Rest,52.35215210424424,4.7951426060976505,205.8,Normal container,43
114669.521_485065.459-Rest,52.35485210425831,4.79532260611543,297.5,Normal container,57
114674.680_485367.508-Rest,52.35643210426709,4.795242606117081,339.9,Normal container,43
114674.751_485553.149-Rest,52.35149210424058,4.795222606099159,531.5,Normal container,24
114679.242_484998.679-Rest,52.351412104239614,4.795482606111166,332.3,Normal container,88
114679.248_484998.581-Rest,52.35418210425379,4.7957526061334566,310.0,Normal container,5
114699.112_485289.525-Rest,52.35536210426029,4.795692606134683,454.3,Normal container,22
114707.719_485449.810-Rest,52.35841210427705,4.795722606146622,341.0,Normal container,42
114708.359_485777.961-Rest,52.35068210423476,4.795992606132733,264.8,Normal container,51
114711.836_484932.979-Rest,52.38080210441473,4.795512606214183,303.0,Normal container,76
114713.544_488275.215-Rest,52.34857210422395,4.795972606124523,332.4,Normal container,48
114717.943_484681.017-Rest,52.381572104419895,4.79549260621591,285.5,Normal container,43
114719.921_488351.586-Rest,52.35656210426625,4.7959926061530185,370.5,Normal container,75
114724.904_485566.503-Rest,52.37545210437907,4.795832606210847,382.6,Normal container,25
114731.180_487679.010-Rest,52.35014210423125,4.796332606146926,381.9,Normal container,8
114733.395_484865.176-Rest,52.34468210420353,4.796412606131865,249.6,Normal container,71
114736.292_484255.376-Rest,52.364132104309455,4.795902606174918,450.6,Normal container,27
114741.194_486413.581-Rest,52.35944210428197,4.796152606170544,338.8,Normal container,30
114741.694_485879.339-Rest,52.35442210425397,4.796302606160289,421.2,Normal container,29
114746.172_485335.674-Rest,52.37970210440596,4.796222606244255,443.7,Normal container,23
114754.578_488144.873-Rest,52.35321210424705,4.796492606165087,352.6,Normal container,100
114756.714_485199.951-Rest,52.38250210442506,4.796032606244951,253.1,Normal container,42
114756.720_488463.677-Rest,52.383812104433424,4.796272606261005,424.5,Normal container,98
114757.694_488606.072-Rest,52.359032104279294,4.796322606177181,361.9,Normal container,96
114758.246_485828.071-Rest,52.36312210430237,4.796472606198466,471.2,Normal container,21
114761.404_486296.228-Rest,52.35542210425881,4.796572606176516,373.7,Normal container,31
114765.277_485442.926-Rest,52.38090210441382,4.796252606249876,329.4,Normal container,34
114767.717_488277.916-Rest,52.352252104241984,4.79649260616177,315.1,Normal container,44
114770.214_485097.329-Rest,52.35853210427583,4.796652606191076,314.7,Normal container,56
114774.387_485776.431-Rest,52.35679210426616,4.796642606184574,434.5,Normal container,22
