date,truck_num,tot_weight
2020-01-01,truck0,11230.0
2020-01-01,truck1,13655.0
2020-01-01,truck2,13995.0
2020-01-01,truck3,13775.0
2020-01-01,truck4,12495.0
2020-01-01,truck5,5585.0
2020-01-01,truck6,13060.0
2020-01-01,truck7,5400.0
2020-01-01,truck8,445.0
2020-01-01,truck9,1570.0
2020-01-02,truck0,13970.0
2020-01-02,truck1,13970.0
2020-01-02,truck2,13905.0
2020-01-02,truck3,13960.0
2020-01-02,truck4,13925.0
2020-01-02,truck5,13935.0
2020-01-02,truck6,13935.0
2020-01-02,truck7,13990.0
2020-01-02,truck8,13825.0
2020-01-02,truck9,13995.0
2020-01-02,truck10,13885.0
2020-01-02,truck11,13700.0
2020-01-02,truck12,13965.0
2020-01-02,truck13,2220.0
2020-01-02,truck14,13990.0
2020-01-02,truck15,5030.0
2020-01-02,truck16,13825.0
2020-01-02,truck17,13950.0
2020-01-02,truck18,13985.0
2020-01-02,truck19,13995.0
2020-01-02,truck20,13965.0
2020-01-02,truck21,13455.0
2020-01-02,truck22,4750.0
2020-01-02,truck23,13975.0
2020-01-02,truck24,13915.0
2020-01-02,truck25,11950.0
2020-01-02,truck26,8275.0
2020-01-02,truck27,13905.0
2020-01-02,truck28,11695.0
2020-01-02,truck29,10325.0
2020-01-02,truck30,13965.0
2020-01-02,truck31,13945.0
2020-01-02,truck32,2715.0
2020-01-02,truck33,8560.0
2020-01-02,truck34,7220.0
2020-01-02,truck35,13885.0
2020-01-02,truck36,13980.0
2020-01-02,truck37,10205.0
2020-01-02,truck38,4440.0
2020-01-03,truck0,13915.0
2020-01-03,truck1,13985.0
2020-01-03,truck2,13875.0
2020-01-03,truck3,13970.0
2020-01-03,truck4,13960.0
2020-01-03,truck5,13720.0
2020-01-03,truck6,13995.0
2020-01-03,truck7,13865.0
2020-01-03,truck8,13830.0
2020-01-03,truck9,13810.0
2020-01-03,truck10,13940.0
2020-01-03,truck11,13805.0
2020-01-03,truck12,13905.0
2020-01-03,truck13,13995.0
2020-01-03,truck14,13895.0
2020-01-03,truck15,13800.0
2020-01-03,truck16,13995.0
2020-01-03,truck17,13665.0
2020-01-03,truck18,13840.0
2020-01-03,truck19,13320.0
2020-01-03,truck20,13780.0
2020-01-03,truck21,13675.0
2020-01-03,truck22,13830.0
2020-01-03,truck23,13960.0
2020-01-03,truck24,13895.0
2020-01-03,truck25,12735.0
2020-01-03,truck26,13770.0
2020-01-03,truck27,13815.0
2020-01-03,truck28,13890.0
2020-01-03,truck29,465.0
2020-01-03,truck30,13680.0
2020-01-03,truck31,13875.0
2020-01-03,truck32,2710.0
2020-01-03,truck33,8490.0
2020-01-03,truck34,7620.0
