id,dateObserved,lat,long,weight
119781.937_487050.374-Rest,2021-07-08T04:12:11.000Z,52.37021210417472,4.870082609744389,245.0
119781.937_487050.374-Rest,2021-07-08T04:13:33.000Z,52.37021210417472,4.870082609744389,215.0
119715.610_487025.916-Rest,2021-07-08T04:17:23.000Z,52.369992104175886,4.8690926096957075,175.0
119847.154_486876.100-Rest,2021-07-08T04:21:59.000Z,52.36858210416175,4.871232609791651,135.0
119847.154_486876.100-Rest,2021-07-08T04:23:14.000Z,52.36858210416175,4.871232609791651,315.0
120000.384_486733.397-Rest,2021-07-08T04:27:18.000Z,52.367282104147804,4.87357260989766,170.0
120000.384_486733.397-Rest,2021-07-08T04:28:52.000Z,52.367282104147804,4.87357260989766,435.0
120019.330_486685.202-Rest,2021-07-08T04:33:16.000Z,52.36680210414393,4.873952609913527,0.0
120055.460_486580.127-Rest,2021-07-08T04:36:44.000Z,52.36588210413771,4.8742226099219055,465.0
120105.266_486781.687-Rest,2021-07-08T04:45:36.000Z,52.36792210414888,4.874642609952281,200.0
120105.266_486781.687-Rest,2021-07-08T04:47:07.000Z,52.36792210414893,4.874632609951801,175.0
120223.746_486717.876-Rest,2021-07-08T04:52:00.000Z,52.367142104138935,4.876652610044981,195.0
120223.746_486717.876-Rest,2021-07-08T04:53:11.000Z,52.36714210413893,4.876662610045463,160.0
120163.602_486684.195-Rest,2021-07-08T04:56:33.000Z,52.36689210413967,4.875802610002869,225.0
120144.332_486674.894-Rest,2021-07-08T04:59:36.000Z,52.36683210414015,4.875472609986709,200.0
120144.332_486674.894-Rest,2021-07-08T05:00:50.000Z,52.36682210414013,4.875462609986178,235.0
119993.042_486607.733-Rest,2021-07-08T05:04:26.000Z,52.36627210414286,4.8731526098724585,200.0
119993.042_486607.733-Rest,2021-07-08T05:06:18.000Z,52.3663021041432,4.873102609870206,515.0
124646.199_487121.508-Rest,2021-07-08T06:44:59.000Z,52.371162103976445,4.9417126132111875,305.0
123463.408_486115.252-Rest,2021-07-08T06:47:07.000Z,52.36201210397474,4.924372612314642,550.0
119092.413_485151.981-Rest,2021-07-08T06:47:10.000Z,52.35302210410094,4.8601426091859965,485.0
119092.413_485151.981-Rest,2021-07-08T06:48:36.000Z,52.353122104101544,4.860112609185032,395.0
123552.541_486145.240-Rest,2021-07-08T06:50:47.000Z,52.36232210397231,4.925782612384558,460.0
124459.248_487305.689-Rest,2021-07-08T06:50:48.000Z,52.372752103995886,4.9386826130743025,410.0
119277.027_485246.406-Rest,2021-07-08T06:52:07.000Z,52.35399210409903,4.862992609326489,360.0
122606.296_485295.755-Rest,2021-07-08T06:52:13.000Z,52.35440210396838,4.912072611677622,425.0
119277.027_485246.406-Rest,2021-07-08T06:53:09.000Z,52.35399210409903,4.862992609326489,270.0
122606.296_485295.755-Rest,2021-07-08T06:53:37.000Z,52.35440210396838,4.912072611677622,430.0
124663.511_487399.405-Rest,2021-07-08T06:54:38.000Z,52.37370210399228,4.941752613229585,305.0
120921.365_482657.161-Rest,2021-07-08T06:55:27.000Z,52.330822103923985,4.8872626103649734,80.0
124663.511_487399.405-Rest,2021-07-08T06:55:32.000Z,52.373702103992315,4.941742613229102,65.0
124059.011_486964.455-Rest,2021-07-08T06:56:00.000Z,52.36973210399461,4.933012612780066,445.0
121770.380_485528.472-Rest,2021-07-08T06:56:23.000Z,52.35663210401645,4.89949261108645,825.0
120921.365_482657.161-Rest,2021-07-08T06:56:34.000Z,52.330822103923985,4.8872626103649734,195.0
123739.295_486147.002-Rest,2021-07-08T06:56:36.000Z,52.36231210396355,4.928652612523021,350.0
124059.011_486964.455-Rest,2021-07-08T06:57:19.000Z,52.3697421039947,4.933012612780128,315.0
119352.994_485119.432-Rest,2021-07-08T06:57:29.000Z,52.35289210409009,4.8641826093780285,255.0
120921.365_482657.161-Rest,2021-07-08T06:57:47.000Z,52.330822103924014,4.887252610364498,315.0
124902.071_487499.512-Rest,2021-07-08T06:58:20.000Z,52.37455210398634,4.945342613409696,400.0
124589.884_485235.611-Rest,2021-07-08T06:58:28.000Z,52.354172103880394,4.9408126130580605,80.0
119352.994_485119.432-Rest,2021-07-08T06:58:43.000Z,52.35289210409009,4.8641826093780285,250.0
118848.479_482791.163-Rest,2021-07-08T06:59:05.000Z,52.331822104006996,4.856882608933038,65.0
121640.741_485459.576-Rest,2021-07-08T07:00:05.000Z,52.35606210401873,4.8975326109892965,730.0
118848.479_482791.163-Rest,2021-07-08T07:00:15.000Z,52.33176210400701,4.856762608927092,20.0
123051.270_485002.208-Rest,2021-07-08T07:00:26.000Z,52.35198210393694,4.918392611966792,510.0
124995.801_487537.485-Rest,2021-07-08T07:00:34.000Z,52.374842103983696,4.9467626134806935,385.0
118752.859_485530.005-Rest,2021-07-08T07:00:43.000Z,52.35651210413226,4.855152608964176,210.0
123880.413_486004.585-Rest,2021-07-08T07:01:53.000Z,52.36096210395037,4.93043261260058,500.0
118752.859_485530.005-Rest,2021-07-08T07:01:57.000Z,52.35652210413259,4.855052608959452,355.0
119533.617_485205.265-Rest,2021-07-08T07:02:44.000Z,52.353602104087045,4.866882609510249,690.0
121640.741_485459.576-Rest,2021-07-08T07:02:51.000Z,52.35606210401873,4.8975326109892965,2770.0
124344.770_486894.411-Rest,2021-07-08T07:03:01.000Z,52.36894210397676,4.937222612979124,315.0
118302.095_485283.186-Rest,2021-07-08T07:03:22.000Z,52.354102104135,4.848642608642963,650.0
118911.920_485047.687-Rest,2021-07-08T07:03:33.000Z,52.35225210410342,4.857502609056593,310.0
120349.078_482617.510-Rest,2021-07-08T07:03:42.000Z,52.33044210394485,4.878872609965851,185.0
124344.770_486894.411-Rest,2021-07-08T07:04:13.000Z,52.36894210397676,4.937222612979124,590.0
118302.095_485283.186-Rest,2021-07-08T07:04:44.000Z,52.354102104135,4.848642608642963,560.0
124898.715_487382.508-Rest,2021-07-08T07:04:48.000Z,52.37351210398049,4.945112613391685,315.0
121640.741_485459.576-Rest,2021-07-08T07:04:57.000Z,52.35606210401873,4.8975326109892965,1560.0
118883.623_482224.491-Rest,2021-07-08T07:05:09.000Z,52.32681210398475,4.857442608936442,145.0
118911.920_485047.687-Rest,2021-07-08T07:05:23.000Z,52.352232104103315,4.857512609056978,400.0
118983.618_485768.411-Rest,2021-07-08T07:05:34.000Z,52.35863210413547,4.858612609139176,150.0
118883.623_482224.491-Rest,2021-07-08T07:06:12.000Z,52.32674210398422,4.8575426089408325,165.0
123880.413_486004.585-Rest,2021-07-08T07:06:13.000Z,52.36118210395207,4.930292612595189,355.0
122831.242_485126.574-Rest,2021-07-08T07:07:05.000Z,52.35323210395287,4.915242611822976,465.0
114800.824_487599.029-Rest,2021-07-08T07:07:07.000Z,52.374802104373074,4.7967426062519545,105.0
119905.104_485231.685-Rest,2021-07-08T07:07:10.000Z,52.353882104074415,4.872382609774214,425.0
118883.623_482224.491-Rest,2021-07-08T07:07:38.000Z,52.32674210398422,4.8575426089408325,290.0
120136.897_482554.962-Rest,2021-07-08T07:07:40.000Z,52.329912103950804,4.875752609815625,170.0
124158.036_487027.900-Rest,2021-07-08T07:08:36.000Z,52.370382103994615,4.934322612847659,320.0
120136.897_482554.962-Rest,2021-07-08T07:09:02.000Z,52.329912103950804,4.875752609815625,300.0
