id,dateObserved,lat,long,weight
126885.723_478781.648-Rest,2020-08-04T06:03:46.000Z,52.29625210353767,4.975102614295733,170.0
126714.701_478767.710-Rest,2020-08-04T06:07:32.000Z,52.29612210354627,4.972512614173216,445.0
126788.804_478603.062-Rest,2020-08-04T06:11:04.000Z,52.29479210353927,4.973592614214435,230.0
124306.997_486893.474-Rest,2020-08-04T06:13:01.000Z,52.369002103978865,4.936672612952843,155.0
126924.990_478628.581-Rest,2020-08-04T06:14:33.000Z,52.29489210353203,4.975762614316956,810.0
123715.219_489038.774-Rest,2020-08-04T06:15:10.000Z,52.388242104133035,4.927642612634139,2620.0
122434.847_489339.087-Rest,2020-08-04T06:15:40.000Z,52.390992104207584,4.908952611738161,2585.0
124344.770_486894.411-Rest,2020-08-04T06:17:05.000Z,52.368972103976965,4.937222612979316,140.0
124344.770_486894.411-Rest,2020-08-04T06:18:19.000Z,52.368972103976965,4.937222612979316,415.0
118345.792_484735.265-Rest,2020-08-04T06:19:14.000Z,52.34938210410802,4.849502608662842,30.0
126981.483_478933.443-Rest,2020-08-04T06:19:22.000Z,52.29772210353616,4.976622614377685,315.0
123403.399_484178.406-Rest,2020-08-04T06:20:25.000Z,52.34468210388414,4.923582612171894,185.0
123109.501_488430.210-Rest,2020-08-04T06:20:26.000Z,52.38279210412154,4.91891261217528,2650.0
126971.060_478987.115-Rest,2020-08-04T06:22:19.000Z,52.298262103538384,4.9763826143702925,255.0
123403.399_484178.406-Rest,2020-08-04T06:22:25.000Z,52.34468210388414,4.923582612171894,30.0
123823.210_488969.661-Rest,2020-08-04T06:23:04.000Z,52.387642104124026,4.929232612708083,2635.0
124991.787_487771.700-Rest,2020-08-04T06:23:12.000Z,52.37700210399819,4.9465926134866685,285.0
124991.787_487771.700-Rest,2020-08-04T06:24:42.000Z,52.37700210399819,4.9465926134866685,410.0
122720.464_489043.647-Rest,2020-08-04T06:24:50.000Z,52.38824210417629,4.913052611922109,2650.0
124158.036_487027.900-Rest,2020-08-04T06:25:17.000Z,52.370372103994484,4.93433261284808,175.0
123416.212_484271.677-Rest,2020-08-04T06:25:56.000Z,52.34542210388747,4.9236926121816165,470.0
127065.571_479020.709-Rest,2020-08-04T06:25:56.000Z,52.29848210353435,4.9777026144339285,395.0
124158.036_487027.900-Rest,2020-08-04T06:26:33.000Z,52.370372103994484,4.93433261284808,340.0
125612.150_481086.585-Rest,2020-08-04T06:26:44.000Z,52.31703210366431,4.956182613547829,50.0
125612.150_481086.585-Rest,2020-08-04T06:27:26.000Z,52.31703210366431,4.956182613547829,110.0
123333.768_484255.077-Rest,2020-08-04T06:29:02.000Z,52.34528210389042,4.92248261212286,485.0
124156.833_487187.105-Rest,2020-08-04T06:29:52.000Z,52.37176210400338,4.934262612853453,60.0
127159.971_479224.522-Rest,2020-08-04T06:30:14.000Z,52.300512103534636,4.979182614518259,305.0
124423.804_487699.249-Rest,2020-08-04T06:30:22.000Z,52.3764121040206,4.938252613076856,85.0
122992.177_488481.533-Rest,2020-08-04T06:30:52.000Z,52.383272104129965,4.917152612092482,2660.0
124156.833_487187.105-Rest,2020-08-04T06:31:13.000Z,52.37176210400338,4.934262612853453,530.0
125735.267_481281.097-Rest,2020-08-04T06:31:31.000Z,52.318832103664946,4.957972613644832,150.0
124423.804_487699.249-Rest,2020-08-04T06:31:34.000Z,52.3764121040206,4.938252613076856,20.0
125735.267_481281.097-Rest,2020-08-04T06:32:27.000Z,52.318832103664946,4.957972613644832,405.0
123218.340_484223.339-Rest,2020-08-04T06:32:30.000Z,52.34505210389456,4.920712612036787,445.0
123218.340_484223.339-Rest,2020-08-04T06:33:29.000Z,52.34504210389449,4.920712612036725,265.0
117236.546_487356.653-Rest,2020-08-04T06:33:44.000Z,52.37290210428235,4.832752607965084,305.0
122242.144_484109.904-Rest,2020-08-04T06:34:02.000Z,52.343972103930206,4.906652611358502,195.0
124284.005_487126.961-Rest,2020-08-04T06:34:41.000Z,52.371172103993274,4.9363326129501495,435.0
117236.546_487356.653-Rest,2020-08-04T06:34:50.000Z,52.37290210428235,4.832752607965084,465.0
122172.932_489838.365-Rest,2020-08-04T06:35:11.000Z,52.39544210425132,4.904942611567936,390.0
122242.144_484109.904-Rest,2020-08-04T06:35:38.000Z,52.34406210393076,4.9066026113566235,20.0
123159.892_484196.056-Rest,2020-08-04T06:35:48.000Z,52.344742103895214,4.919972611999539,320.0
124284.005_487126.961-Rest,2020-08-04T06:35:48.000Z,52.371172103993274,4.9363326129501495,275.0
122172.932_489838.365-Rest,2020-08-04T06:36:19.000Z,52.39544210425132,4.904942611567936,0.0
125615.403_481513.523-Rest,2020-08-04T06:36:24.000Z,52.32060210367755,4.956122613569038,185.0
118434.453_484911.836-Rest,2020-08-04T06:36:33.000Z,52.35094210411354,4.850562608720227,1050.0
124427.701_487094.356-Rest,2020-08-04T06:36:44.000Z,52.37088210398524,4.938342613045822,145.0
122242.144_484109.904-Rest,2020-08-04T06:36:46.000Z,52.34406210393076,4.9066026113566235,335.0
124284.005_487126.961-Rest,2020-08-04T06:36:50.000Z,52.37116210399324,4.936332612950084,75.0
121220.353_485547.161-Rest,2020-08-04T06:36:59.000Z,52.35682210404009,4.89131261069516,1425.0
121220.353_485547.161-Rest,2020-08-04T06:37:25.000Z,52.35682210404009,4.89131261069516,300.0
125615.403_481513.523-Rest,2020-08-04T06:37:26.000Z,52.32057210367752,4.956102613567887,375.0
124427.701_487094.356-Rest,2020-08-04T06:38:03.000Z,52.37088210398524,4.938342613045822,210.0
122985.871_488579.521-Rest,2020-08-04T06:38:19.000Z,52.38421210413667,4.917052612093204,3005.0
122242.144_484109.904-Rest,2020-08-04T06:38:26.000Z,52.34406210393076,4.9066026113566235,20.0
117307.293_487399.150-Rest,2020-08-04T06:38:41.000Z,52.37320210428168,4.833862608019502,320.0
121528.749_484011.175-Rest,2020-08-04T06:39:00.000Z,52.34305210395576,4.895962610843401,125.0
117307.293_487399.150-Rest,2020-08-04T06:39:39.000Z,52.37320210428168,4.833862608019502,145.0
125740.366_481447.300-Rest,2020-08-04T06:40:28.000Z,52.32008210366974,4.957922613650934,0.0
124347.860_487106.831-Rest,2020-08-04T06:40:42.000Z,52.371072103989825,4.937252612994148,300.0
123209.514_484094.699-Rest,2020-08-04T06:41:21.000Z,52.34394210388887,4.92077261203304,535.0
118522.411_484823.235-Rest,2020-08-04T06:41:35.000Z,52.35003210410543,4.851952608782254,535.0
124347.860_487106.831-Rest,2020-08-04T06:42:05.000Z,52.371072103989825,4.937252612994148,365.0
121449.924_483965.250-Rest,2020-08-04T06:42:10.000Z,52.34249210395615,4.894852610787468,280.0
122358.769_484149.606-Rest,2020-08-04T06:42:22.000Z,52.34422210392637,4.908422611444443,290.0
122068.408_484836.975-Rest,2020-08-04T06:43:09.000Z,52.35059210397194,4.903772611258035,50.0
117301.817_487307.085-Rest,2020-08-04T06:43:28.000Z,52.37240210427682,4.833782608012318,250.0
122129.478_490050.754-Rest,2020-08-04T06:44:05.000Z,52.39728210426672,4.904322611548121,115.0
122358.769_484149.606-Rest,2020-08-04T06:44:09.000Z,52.34422210392637,4.908422611444443,100.0
123310.771_484159.332-Rest,2020-08-04T06:44:22.000Z,52.34447210388752,4.9221126121003,175.0
124370.930_487127.673-Rest,2020-08-04T06:44:43.000Z,52.371142103989214,4.937582613010607,315.0
122358.769_484149.606-Rest,2020-08-04T06:45:30.000Z,52.34422210392637,4.908422611444443,350.0
118437.350_484726.492-Rest,2020-08-04T06:45:30.000Z,52.349212104104275,4.850682608718175,1210.0
122129.478_490050.754-Rest,2020-08-04T06:45:40.000Z,52.39728210426672,4.904322611548121,10.0
124370.930_487127.673-Rest,2020-08-04T06:45:54.000Z,52.371142103989214,4.937582613010607,125.0
121310.615_483912.901-Rest,2020-08-04T06:45:54.000Z,52.34216210395988,4.892912610693267,410.0
122919.592_488505.346-Rest,2020-08-04T06:46:23.000Z,52.38352210413511,4.91598261203702,2495.0
122178.995_484608.541-Rest,2020-08-04T06:46:27.000Z,52.348222103954356,4.905632611333735,40.0
123335.692_484082.114-Rest,2020-08-04T06:46:38.000Z,52.343782103882624,4.9226126121200755,390.0
126699.430_481678.295-Rest,2020-08-04T06:46:53.000Z,52.322372103630094,4.972292614349485,140.0
